"","Unweighted_Count","Weighted_Count.total","Weighted_Count.low_srh","Proportion","Lower_CI","Upper_CI","SE","HBA1C"
"nhanes01_02w",60,1518715.628854,193946.215413631,41.0528484641506,33.5308380597268,49.0178861097162,3.66141788978395,"7-9"
"nhanes03_04w",78,1876187.098454,458148.662277905,42.9187843698721,31.6529857226661,54.969400030468,5.5699191790235,"7-9"
"nhanes05_06w",72,1781023.198459,345180.073154231,40.8837956476147,28.5928100360456,54.4308642585427,6.11361086129013,"7-9"
"nhanes07_08w",99,2627731.930057,543684.221294031,48.6701129979935,38.3678341389384,59.0866450989504,4.95846161277344,"7-9"
"nhanes09_10w",101,2538033.288575,467712.665132133,43.9858225489816,31.967130520203,56.7536672836315,5.93628006546793,"7-9"
"nhanes11_12w",88,2553633.661881,525779.840759641,44.2403305543085,31.6413356209188,57.6269049038127,6.30077756494588,"7-9"
"nhanes13_14w",105,3174640.747049,436439.295127178,41.7937101197796,31.2388150170842,53.1578632263369,5.2241494546501,"7-9"
"nhanes15_16w",131,3044424.855827,400735.830568156,36.4346300976674,25.7637382445598,48.6300048689482,5.45173582615783,"7-9"
"nhanes17_18w",112,3635419.05981572,619475.09867662,39.3784429455172,31.0227478586484,48.4053406801992,4.11731825973762,"7-9"
